name,total_ops,threads,spent,throughput,latency
RwLock<FxHashMap>,16777216,11,20479211942,819231.5235330065,13427
RwLock<FxHashMap>,16777216,12,21701247290,773099.1576567579,15521
RwLock<FxHashMap>,16777216,13,20766991249,807878.9940650589,16091
RwLock<FxHashMap>,16777216,14,21899372552,766104.8717337699,18274
FxDashMap,16777216,1,4857690195,3453743.513176019,289
FxDashMap,16777216,2,2609167836,6430102.260389814,311
FxDashMap,16777216,3,1738260856,9651725.137852382,310
FxDashMap,16777216,4,1352228680,12407084.872656303,322
FxDashMap,16777216,5,1081307275,15515678.464292217,322
FxDashMap,16777216,6,959993023,17476393.67999865,343
FxDashMap,16777216,7,819001381,20484966.67919538,341
FxDashMap,16777216,8,766175549,21897352.404285613,365
FxDashMap,16777216,9,685376251,24478840.601087593,367
FxDashMap,16777216,10,635843024,26385782.91613057,378
FxDashMap,16777216,11,596671031,28118033.436082806,391
FxDashMap,16777216,12,513206710,32690952.15064511,367
FxDashMap,16777216,13,506351550,33133533.411717612,392
FxDashMap,16777216,14,501822826,33432548.562468138,418
FxFlurry,16777216,1,8056770392,2082374.8454664908,480
FxFlurry,16777216,2,6165094206,2721323.541767141,734
FxFlurry,16777216,3,5338584664,3142633.685878359,954
FxFlurry,16777216,4,4568085864,3672701.5427221395,1089
FxFlurry,16777216,5,4171111499,4022241.0750760897,1243
FxFlurry,16777216,6,4408330755,3805797.9159052465,1576
FxFlurry,16777216,7,3426136435,4896832.4286828935,1429
FxFlurry,16777216,8,4150194028,4042513.6479908214,1978
FxFlurry,16777216,9,3982770789,4212448.290104198,2136
FxFlurry,16777216,10,3979574745,4215831.357629143,2372
FxFlurry,16777216,11,3920454979,4279405.347049644,2570
FxFlurry,16777216,12,3944083938,4253767.481558097,2821
FxFlurry,16777216,13,3491351282,4805364.641047884,2705
FxFlurry,16777216,14,3898773359,4303203.714386518,3253
FxEvmap,16777216,1,10487705373,1599703.2146986113,625
FxEvmap,16777216,2,29549981599,567757.2401793901,3522
FxEvmap,16777216,3,31329148594,535514.5847536082,5602
FxEvmap,16777216,4,39693377174,422670.40988866606,9463
FxEvmap,16777216,5,40162967025,417728.50072448055,11969
FxEvmap,16777216,6,37948000138,442110.67616181955,13571
FxEvmap,16777216,7,38285794676,438209.9455419437,15974
FxEvmap,16777216,8,36963809589,453882.2211927178,17625
FxEvmap,16777216,9,38459255059,436233.5145145745,20631
FxEvmap,16777216,10,39457008133,425202.43662287004,23518
FxEvmap,16777216,11,37639957254,445728.8802637278,24678
FxEvmap,16777216,12,37782467841,444047.64851792046,27024
FxEvmap,16777216,13,38822389502,432153.100703286,30081
FxEvmap,16777216,14,40020116090,419219.5735332261,33395
StripedHashMap,16777216,1,4247671566,3949744.1690857885,253
StripedHashMap,16777216,2,5294378387,3168873.6190815824,631
StripedHashMap,16777216,3,4833253457,3471205.5035519735,864
StripedHashMap,16777216,4,4446711577,3772949.0005103606,1060
StripedHashMap,16777216,5,5246510160,3197785.859238668,1563
StripedHashMap,16777216,6,5890777989,2848047.580697919,2106
StripedHashMap,16777216,7,4432818944,3784773.5745464275,1849
StripedHashMap,16777216,8,5573550075,3010148.9668593314,2657
StripedHashMap,16777216,9,4695978072,3572677.670714643,2519
StripedHashMap,16777216,10,5739704292,2923010.5152601823,3421
StripedHashMap,16777216,11,4135345937,4057028.421707105,2711
StripedHashMap,16777216,12,5445087231,3081165.698224973,3894
StripedHashMap,16777216,13,4123011998,4069164.971661089,3194
StripedHashMap,16777216,14,5549925080,3022962.6090736347,4631
